mu, q, u, number, w_total
 0.01,       -0.0619422138,        0.0095382438,          3789.,     2762.2741627166
 0.02,       -0.0650971112,       -0.0018810720,         11716.,     8594.7969253553
 0.03,       -0.0642539712,       -0.0069735135,         20272.,    14793.5748652704
 0.04,       -0.0654491064,       -0.0011565264,         29294.,    21338.8064593672
 0.05,       -0.0624747801,        0.0044472340,         38763.,    28260.2372522966
 0.06,       -0.0594078606,       -0.0007320468,         48685.,    35523.4605202974
 0.07,       -0.0589933617,       -0.0010261156,         59418.,    43418.4390748828
 0.08,       -0.0577468575,       -0.0001543586,         69785.,    51032.5301823932
 0.09,       -0.0556730338,       -0.0007927802,         81218.,    59371.2325421919
 0.10,       -0.0517767493,       -0.0007083920,         92296.,    67405.4182544014
 0.11,       -0.0518376443,        0.0027439933,        104028.,    75947.8485068939
 0.12,       -0.0512383190,       -0.0003094747,        116855.,    85251.7348900173
 0.13,       -0.0464319970,       -0.0019500196,        129292.,    94462.0643551542
 0.14,       -0.0446139942,        0.0006715760,        142371.,   103872.5069321335
 0.15,       -0.0444510949,        0.0040341631,        155778.,   113596.6933126834
 0.16,       -0.0421677624,        0.0013702052,        170528.,   124495.3243481777
 0.17,       -0.0438549014,       -0.0004171406,        183272.,   133750.0539207010
 0.18,       -0.0417883525,       -0.0000766050,        197880.,   144428.3565026232
 0.19,       -0.0394316365,       -0.0001875587,        212851.,   155249.8368738838
 0.20,       -0.0385915963,       -0.0005763514,        228418.,   166766.3203912157
 0.21,       -0.0372026563,       -0.0001722805,        243782.,   177849.4600626323
 0.22,       -0.0366037922,        0.0030205430,        259615.,   189633.4368486268
 0.23,       -0.0345394149,        0.0011283678,        275623.,   201172.0643329135
 0.24,       -0.0341043150,        0.0022358171,        293150.,   213923.3984977607
 0.25,       -0.0321532056,       -0.0007368362,        309563.,   226022.4897851705
 0.26,       -0.0342953293,        0.0009535363,        325730.,   237709.6022884370
 0.27,       -0.0316715904,       -0.0008626356,        344646.,   251557.0930368220
 0.28,       -0.0298049932,       -0.0008622912,        363196.,   265144.1349174322
 0.29,       -0.0287988730,        0.0004518652,        380638.,   277895.1685706874
 0.30,       -0.0286119955,        0.0002014380,        399575.,   291919.4343722606
